Approval;CreditScore;DebttoIncomeRatio;Interest;RequestAmount
T;676;,11;5850;13000
F;671;,25;900;2000
F;688;,1;14400;32000
F;677;,17;14400;32000
F;574;,26;3600;8000
F;694;,15;6750;15000
F;666;,19;5850;13000
F;703;,34;13500;30000
F;689;,44;10800;24000
T;733;,09;3150;7000
T;679;,25;9000;20000
T;703;,18;11700;26000
T;674;,1;6300;14000
T;725;,2;1800;4000
F;616;,08;1350;3000
T;696;,23;13950;31000
T;697;,09;4950;11000
F;585;0;5850;13000
T;723;,08;8100;18000
T;681;,05;4500;10000
F;621;,09;2250;5000
F;646;,19;3150;7000
T;673;,2;6750;15000
T;740;,12;7200;16000
F;468;,09;1800;4000
T;723;,14;13050;29000
T;712;,02;2250;5000
F;678;,28;8100;18000
F;805;,03;2250;5000
F;641;,13;2700;6000
F;645;,1;2700;6000
T;762;,01;225;500
T;726;,26;7200;16000
T;687;,16;4050;9000
T;789;,15;2700;6000
F;638;,03;9000;20000
T;693;,16;4500;10000
T;694;,13;4050;9000
T;666;,09;6750;15000
F;695;,45;11250;25000
F;669;,1;4050;9000
T;678;,21;4500;10000
F;639;,19;900;2000
F;620;,51;1350;3000
T;721;,14;4950;11000
F;676;,28;2250;5000
F;707;,3;10800;24000
F;519;,24;16650;37000
F;657;,36;17100;38000
F;663;,34;1350;3000
F;553;,19;1350;3000
T;669;,17;3150;7000
T;700;,09;6750;15000
F;646;,13;12600;28000
T;678;,1;4050;9000
T;704;,13;5850;13000
T;742;,12;6300;14000
F;570;,05;13050;29000
T;661;,08;4500;10000
T;677;,14;9900;22000
F;588;,1;17100;38000
F;696;,29;11700;26000
F;656;,22;5850;13000
T;751;,19;6300;14000
F;708;,42;12600;28000
T;692;,09;900;2000
T;780;,05;6750;15000
T;735;,24;4050;9000
F;629;0;3150;7000
F;596;,15;2700;6000
T;679;,18;8100;18000
F;585;,47;900;2000
F;649;,22;4050;9000
T;717;,1;2700;6000
T;705;,15;10800;24000
T;692;,19;9000;20000
T;711;,09;5400;12000
F;680;,01;6300;14000
T;673;,25;14400;32000
T;786;0;9900;22000
T;744;,22;4500;10000
T;721;,16;9900;22000
F;629;,36;13050;29000
F;717;,36;7200;16000
F;675;,13;900;2000
T;677;,16;6300;14000
T;806;,02;6300;14000
F;613;,15;3150;7000
T;678;,21;10800;24000
F;632;,18;9450;21000
T;689;,15;5400;12000
T;716;,19;7650;17000
F;605;,13;1350;3000
T;680;,32;3150;7000
T;668;,14;7200;16000
T;775;,02;10350;23000
F;648;,15;7200;16000
T;691;,26;1350;3000
T;709;,07;7200;16000
F;503;,38;3150;7000
F;593;,01;15300;34000
F;633;,03;2250;5000
F;641;,6;225;500
F;504;,13;18450;41000
F;651;,2;11700;26000
T;671;,12;2250;5000
F;730;,01;7200;16000
F;760;,06;14850;33000
F;677;,11;4500;10000
T;653;,25;2250;5000
F;677;,47;9900;22000
T;687;,17;7200;16000
F;682;,56;7650;17000
T;730;,14;7200;16000
T;682;,22;11700;26000
F;469;,01;16200;36000
T;769;,05;15300;34000
T;673;,06;4500;10000
F;696;,16;10350;23000
T;677;,19;10800;24000
T;682;,01;4500;10000
T;694;,14;10800;24000
F;631;,04;5850;13000
F;726;,29;14400;32000
T;676;,28;2700;6000
F;576;,32;9000;20000
F;660;,41;1800;4000
T;702;,21;6750;15000
T;674;,21;3600;8000
T;684;,15;4950;11000
T;713;,2;11700;26000
F;686;,23;6750;15000
T;679;,17;8550;19000
T;689;,09;6300;14000
F;577;,19;2700;6000
T;689;,18;2700;6000
T;719;,14;4950;11000
T;682;,15;4950;11000
T;694;,01;13500;30000
F;621;,08;9000;20000
T;727;,16;3600;8000
T;771;,09;450;1000
F;629;,25;9450;21000
T;689;,17;5850;13000
T;738;,15;10800;24000
T;664;,18;10350;23000
F;575;,03;900;2000
T;731;,18;4950;11000
F;484;,13;4950;11000
F;685;,24;9450;21000
F;680;,07;9000;20000
F;639;,19;6750;15000
F;684;,25;3600;8000
T;677;,18;6750;15000
F;645;,01;1350;3000
F;659;,26;6300;14000
T;732;,12;3600;8000
F;716;,79;7200;16000
T;717;,02;900;2000
T;673;,22;12600;28000
F;698;,15;2700;6000
T;709;,12;1350;3000
F;684;,44;8550;19000
F;683;,17;16200;36000
F;399;,05;450;1000
T;689;,11;1800;4000
F;561;,02;4050;9000
T;689;,1;4050;9000
F;718;,07;4500;10000
F;705;,42;9450;21000
F;710;,24;9000;20000
T;674;,12;15300;34000
F;686;,77;13050;29000
T;705;,17;1350;3000
F;667;,54;14850;33000
F;552;,01;7650;17000
F;647;,25;16650;37000
F;708;,19;5850;13000
F;623;,03;4500;10000
T;749;,04;5400;12000
T;727;,07;9450;21000
F;500;,27;5400;12000
T;687;,17;8100;18000
F;601;,02;5400;12000
T;703;,15;7200;16000
T;700;,32;13050;29000
F;722;,29;2700;6000
F;687;,3;1800;4000
F;693;,15;5400;12000
T;685;,15;7650;17000
F;695;,27;3150;7000
F;625;,76;450;1000
F;534;,19;4500;10000
T;672;,11;8100;18000
T;699;,11;4050;9000
T;769;,07;9450;21000
F;637;,46;4050;9000
F;630;,13;5400;12000
T;712;,21;2250;5000
F;591;,15;6750;15000
F;578;,18;1350;3000
T;713;,2;14850;33000
T;684;,06;8100;18000
F;670;,38;14850;33000
T;712;,14;11250;25000
F;502;,19;2250;5000
T;678;,19;3150;7000
T;681;,31;8100;18000
T;697;,11;6300;14000
F;682;,17;4050;9000
T;686;,13;4950;11000
T;741;,19;6750;15000
T;684;,04;4050;9000
F;597;,48;4950;11000
T;733;,12;2250;5000
F;689;,84;4500;10000
F;562;,04;1800;4000
T;699;,17;4950;11000
T;682;,24;14400;32000
F;669;,01;9900;22000
T;736;,1;3150;7000
F;591;,26;16200;36000
T;725;,24;3150;7000
T;688;,12;4050;9000
T;666;,15;1350;3000
F;656;,16;450;1000
T;688;,09;7650;17000
T;718;,13;3600;8000
T;781;,08;8100;18000
T;687;,18;7200;16000
F;632;,23;5400;12000
T;675;,19;8550;19000
F;623;,09;225;500
T;699;,1;8100;18000
F;528;,25;900;2000
F;543;,06;1800;4000
T;736;,13;9000;20000
T;731;,06;5400;12000
F;729;,47;2700;6000
F;671;,25;2250;5000
F;764;,04;4050;9000
T;782;,16;6300;14000
F;724;,37;7200;16000
T;727;,16;3600;8000
F;728;,33;6300;14000
F;635;,26;1800;4000
F;767;,37;9000;20000
F;593;,14;2700;6000
F;793;,52;900;2000
T;692;,15;11250;25000
T;679;,13;9450;21000
T;699;,06;4050;9000
T;689;,15;225;500
F;467;,01;5850;13000
T;693;,09;10800;24000
F;736;,01;15300;34000
F;631;,03;4500;10000
T;676;,17;4500;10000
T;670;,12;1800;4000
F;668;,04;3150;7000
T;686;,23;13050;29000
T;651;,03;4950;11000
T;674;,11;4500;10000
F;619;,07;2700;6000
F;678;,11;11250;25000
T;680;,18;2700;6000
T;689;,11;1800;4000
T;740;,21;1350;3000
F;659;,06;2250;5000
F;697;,31;9000;20000
F;572;,34;2250;5000
T;689;,11;5400;12000
F;680;,09;1800;4000
T;671;,05;7650;17000
F;685;,31;7650;17000
T;677;,06;2700;6000
F;648;,11;225;500
T;728;,25;16650;37000
F;706;,35;13500;30000
T;672;,24;3600;8000
F;528;,12;900;2000
T;671;,08;14400;32000
F;521;,19;1350;3000
F;617;,1;2250;5000
T;807;0;13500;30000
F;681;,07;14400;32000
T;671;,04;4950;11000
T;695;,25;11700;26000
F;592;,39;5850;13000
F;633;,37;4500;10000
F;788;,1;15750;35000
T;759;,16;2700;6000
T;697;,22;4050;9000
F;588;,05;2700;6000
T;674;,08;3600;8000
T;688;,27;4500;10000
T;708;,24;8550;19000
T;703;,16;5850;13000
T;675;,29;8550;19000
T;713;,15;10800;24000
T;658;,2;450;1000
T;756;,12;3600;8000
T;655;,03;8100;18000
T;719;,19;4950;11000
T;672;,05;5400;12000
T;720;,09;5850;13000
T;724;,27;3150;7000
F;610;,17;3600;8000
F;667;,07;3150;7000
T;709;,07;10350;23000
T;681;,1;900;2000
T;739;,27;13050;29000
T;680;,15;1800;4000
F;795;,06;450;1000
F;601;,33;12600;28000
T;733;,09;900;2000
T;710;,28;4050;9000
T;771;,11;6300;14000
T;696;,09;3150;7000
F;712;,2;2700;6000
T;699;,18;6750;15000
T;726;,19;8100;18000
T;724;,15;2250;5000
F;684;,41;17550;39000
F;583;,04;7650;17000
T;696;,16;9450;21000
T;678;,02;12600;28000
T;708;,14;4950;11000
T;695;,15;5400;12000
T;718;,17;2700;6000
T;768;,04;11700;26000
F;620;,18;1350;3000
F;648;,05;1800;4000
T;686;,18;8100;18000
F;633;,34;2700;6000
T;724;,19;7200;16000
F;682;,08;14400;32000
F;645;,39;4050;9000
F;648;,5;4500;10000
F;685;,57;9000;20000
T;688;,23;4500;10000
T;669;,13;11250;25000
F;633;,07;6750;15000
F;512;,05;11700;26000
T;691;,22;3600;8000
F;708;,12;9900;22000
F;683;,03;2250;5000
T;741;,15;7200;16000
T;678;,21;8550;19000
F;705;,26;14850;33000
T;673;,17;2700;6000
F;668;,42;8550;19000
T;707;,15;9450;21000
F;656;,12;10800;24000
F;666;,06;4050;9000
T;733;,18;10350;23000
F;732;,21;15750;35000
F;547;,14;1350;3000
T;719;,23;1350;3000
T;669;,21;900;2000
T;713;,16;11700;26000
T;698;,1;12600;28000
T;726;,05;3150;7000
T;696;,16;11250;25000
T;749;,17;6300;14000
T;690;,25;10350;23000
T;764;,1;4950;11000
F;680;,18;13500;30000
F;733;,46;11250;25000
T;689;,2;3600;8000
F;671;,01;16200;36000
T;695;,22;4950;11000
F;628;,47;16200;36000
T;696;,28;11250;25000
F;593;,24;2250;5000
T;661;,19;1350;3000
T;810;,06;5400;12000
F;629;,02;8550;19000
F;750;,01;10800;24000
T;719;,23;3150;7000
T;662;,21;8550;19000
T;721;,26;9000;20000
T;697;,14;450;1000
T;708;,07;13950;31000
F;545;,02;18000;40000
F;693;,05;4050;9000
F;741;,31;6750;15000
T;715;,11;7200;16000
F;585;,21;7200;16000
T;765;,2;8550;19000
F;647;0;450;1000
T;683;,12;5850;13000
F;621;,96;13950;31000
T;728;,16;2700;6000
F;635;,09;7200;16000
T;708;,11;10350;23000
T;694;,16;5850;13000
T;698;,19;3600;8000
F;663;,34;4050;9000
T;660;,28;2250;5000
F;629;,32;450;1000
F;629;,11;450;1000
F;723;,44;3150;7000
F;632;,06;7200;16000
F;661;,01;6300;14000
F;665;,37;2250;5000
F;544;,08;11700;26000
T;761;,03;1800;4000
T;673;,16;3150;7000
F;565;,66;14400;32000
F;646;,51;8100;18000
F;630;,36;15300;34000
F;654;,31;2250;5000
T;688;,06;9000;20000
T;680;,21;9000;20000
F;655;,31;6750;15000
F;724;,24;10350;23000
T;701;,05;900;2000
F;741;,16;14850;33000
T;660;,15;3600;8000
F;465;0;1350;3000
F;692;,1;1800;4000
T;696;,13;3150;7000
T;759;,21;6300;14000
T;723;,27;9000;20000
F;672;,19;4950;11000
F;551;,14;2250;5000
T;780;,15;5850;13000
T;734;,2;2700;6000
F;646;,09;10800;24000
T;675;,15;12150;27000
F;534;,13;2700;6000
T;717;,2;7650;17000
F;675;,3;5850;13000
T;795;,02;1800;4000
F;585;,05;3600;8000
T;684;,14;900;2000
T;728;,08;450;1000
T;736;,15;4050;9000
F;629;,14;6750;15000
T;669;,17;7650;17000
F;576;,07;450;1000
T;760;,15;3150;7000
T;702;,06;6750;15000
T;736;,11;11700;26000
F;685;,14;5850;13000
F;689;,16;3150;7000
T;688;,24;3150;7000
T;689;,04;2250;5000
T;689;,16;4500;10000
T;741;,12;3600;8000
F;643;,06;7650;17000
T;656;,15;6750;15000
F;700;,38;2700;6000
T;693;,05;9000;20000
T;699;,12;2700;6000
F;713;,25;5400;12000
F;665;,01;900;2000
F;696;,04;1800;4000
F;628;,01;5400;12000
F;709;,09;11250;25000
F;706;,07;1350;3000
F;658;,1;5850;13000
T;723;,2;8100;18000
T;718;,15;8100;18000
F;585;,03;17550;39000
F;668;,16;8100;18000
T;682;,08;4050;9000
F;670;,36;5400;12000
T;695;,19;10800;24000
F;556;,27;11250;25000
F;451;,94;15300;34000
F;572;,43;2700;6000
F;738;,11;450;1000
T;711;,31;11250;25000
F;680;,3;3150;7000
T;718;,14;5400;12000
F;684;,15;1350;3000
F;564;,3;2250;5000
T;697;,18;9900;22000
F;563;,01;2700;6000
T;703;,11;2250;5000
F;585;0;900;2000
F;607;,23;3150;7000
T;707;,1;11250;25000
T;687;,03;1350;3000
F;647;,3;15750;35000
T;725;,23;8550;19000
T;682;,1;5400;12000
F;512;,79;11700;26000
F;670;,34;3150;7000
T;714;,22;4950;11000
F;598;,17;5400;12000
F;622;,24;3600;8000
T;683;,07;8100;18000
T;731;,1;3150;7000
T;782;,06;3600;8000
F;708;,2;3150;7000
F;697;,17;17100;38000
F;619;,26;225;500
T;719;,2;11700;26000
T;736;,09;4500;10000
T;691;,27;2700;6000
T;678;,18;13950;31000
F;752;,08;3150;7000
T;669;,18;13500;30000
F;643;,1;3600;8000
F;564;,19;1350;3000
F;629;,03;1800;4000
T;696;,1;5850;13000
T;727;,13;6300;14000
F;602;,36;4050;9000
T;699;,36;5850;13000
T;753;,18;8550;19000
T;663;,2;1350;3000
F;633;,12;4500;10000
T;698;,2;3150;7000
T;688;,1;10350;23000
T;759;,02;1800;4000
F;612;,2;9000;20000
T;696;,08;3600;8000
T;719;,13;4050;9000
T;700;,13;450;1000
F;549;,1;1800;4000
F;662;,4;2250;5000
T;757;,07;5400;12000
T;674;,06;4050;9000
F;552;,19;4500;10000
T;681;,26;8550;19000
F;530;,74;2700;6000
T;683;,21;900;2000
F;655;,08;6750;15000
F;607;,04;2700;6000
F;561;,34;6750;15000
T;795;,12;1350;3000
F;650;,12;900;2000
T;780;,24;7650;17000
T;762;,03;5850;13000
F;562;,21;11250;25000
F;715;,28;14850;33000
F;725;,12;2700;6000
F;797;,62;18000;40000
F;711;,2;13500;30000
F;680;,52;3150;7000
F;511;,04;5850;13000
F;531;,02;1350;3000
T;672;,07;2700;6000
F;652;,19;12150;27000
T;737;,05;3150;7000
F;526;,3;450;1000
F;654;,24;5400;12000
F;600;,35;900;2000
F;673;,41;7200;16000
F;640;,11;2700;6000
F;542;,31;2700;6000
T;719;,29;4950;11000
F;655;,13;1350;3000
T;691;,24;4500;10000
F;677;,05;4050;9000
T;785;,15;4950;11000
T;791;,03;450;1000
T;679;,09;4950;11000
F;656;,33;15750;35000
T;671;,25;450;1000
F;703;,17;2700;6000
T;761;,09;6300;14000
T;639;,13;900;2000
F;655;,19;13950;31000
F;659;,13;4500;10000
T;707;,08;6750;15000
T;699;,12;900;2000
T;664;,01;900;2000
F;534;,09;1350;3000
F;648;,33;1800;4000
T;754;,07;4950;11000
F;607;,1;900;2000
T;675;,09;6750;15000
T;695;,08;9000;20000
F;588;,24;1800;4000
T;720;,27;6300;14000
T;704;,13;4950;11000
T;736;,09;7200;16000
T;734;,31;13500;30000
F;644;,55;13050;29000
T;721;,18;2250;5000
F;677;,16;9900;22000
F;656;,35;5400;12000
T;686;,32;3150;7000
F;648;,23;1350;3000
T;733;,13;13500;30000
F;661;,29;3150;7000
T;696;,06;4500;10000
T;681;,21;225;500
T;671;,11;2250;5000
F;686;,79;16200;36000
F;596;,26;1350;3000
F;625;,42;450;1000
F;496;,08;15300;34000
T;680;,09;450;1000
F;654;,09;6300;14000
F;650;,23;10350;23000
F;564;,3;2250;5000
F;584;,33;1800;4000
F;525;,16;8100;18000
F;713;,21;8550;19000
T;764;,05;3600;8000
F;696;,23;15750;35000
F;704;,41;1350;3000
T;802;,19;1800;4000
F;704;,46;12600;28000
F;728;,08;3600;8000
T;669;,25;7650;17000
T;679;,23;9000;20000
F;696;,29;11700;26000
T;660;,02;1350;3000
T;685;,26;3150;7000
T;709;,07;4050;9000
T;709;,09;1800;4000
F;645;,27;9000;20000
T;744;,24;7200;16000
F;475;,09;1800;4000
F;657;,33;2700;6000
T;724;,08;9000;20000
T;666;,07;5850;13000
T;701;,29;4500;10000
F;547;,22;4050;9000
T;682;,23;5850;13000
T;717;,21;4500;10000
F;693;,6;1800;4000
T;695;,22;3150;7000
F;637;,52;2700;6000
F;554;,17;1350;3000
T;767;,09;1350;3000
F;681;,1;5400;12000
T;696;,01;6750;15000
F;692;,6;17550;39000
T;810;,05;2250;5000
T;693;,05;5400;12000
F;655;,01;2250;5000
T;696;,19;5850;13000
T;726;,13;3600;8000
T;689;,19;5850;13000
T;781;,01;15300;34000
T;700;,21;11700;26000
F;469;,3;1350;3000
T;697;,17;6750;15000
T;732;,03;1800;4000
T;661;,1;5400;12000
T;710;,16;7650;17000
F;591;,08;3150;7000
T;655;,17;3600;8000
T;692;,1;8100;18000
T;722;,2;7650;17000
T;753;,04;8100;18000
F;686;,16;1350;3000
T;701;,15;9900;22000
F;687;,31;4950;11000
F;743;,28;2700;6000
F;542;,2;13050;29000
T;736;,28;5400;12000
F;455;,24;4950;11000
T;744;,11;8550;19000
T;675;,14;4050;9000
T;655;,32;4050;9000
F;702;,28;2250;5000
F;664;,41;4050;9000
T;727;,18;7650;17000
T;663;,16;3600;8000
F;637;0;4500;10000
F;633;,1;900;2000
F;714;,14;8100;18000
F;679;,5;6750;15000
T;682;,14;8550;19000
F;584;,09;1350;3000
T;698;,03;3150;7000
T;686;,09;4500;10000
T;752;,14;11250;25000
F;711;,58;12150;27000
T;697;,03;7200;16000
F;577;,07;3150;7000
F;590;,4;8100;18000
T;671;,11;10800;24000
T;709;,14;6300;14000
F;636;,25;10800;24000
T;658;,2;5850;13000
F;683;,33;9000;20000
T;680;,12;6300;14000
T;722;,25;10350;23000
T;703;,31;6300;14000
T;737;,09;11250;25000
F;554;,02;1350;3000
T;735;,24;1350;3000
F;516;,06;13950;31000
F;664;,37;12600;28000
F;519;,2;2250;5000
T;675;,29;7650;17000
F;639;,01;3150;7000
T;705;,02;3600;8000
F;550;,31;2250;5000
F;644;,04;3600;8000
T;743;,12;4950;11000
T;712;,2;4950;11000
F;675;,1;13950;31000
F;656;,26;9450;21000
T;674;,31;6300;14000
T;694;,08;9900;22000
T;740;,2;3150;7000
T;722;,08;3150;7000
F;543;,12;225;500
F;661;,54;450;1000
T;718;,14;4050;9000
T;710;,2;5400;12000
T;688;,21;4050;9000
T;686;,22;8100;18000
T;752;,25;1350;3000
T;699;,07;2250;5000
F;575;,03;12600;28000
F;689;,39;4050;9000
T;760;,12;5850;13000
T;699;,26;2700;6000
F;480;,54;11250;25000
F;530;,07;2250;5000
F;574;,02;1350;3000
F;644;,4;12600;28000
F;721;,19;9450;21000
T;659;,17;9450;21000
T;675;,18;5400;12000
T;689;,22;2250;5000
F;636;,12;1350;3000
F;593;,02;2250;5000
T;673;,27;4500;10000
T;730;,11;9450;21000
T;751;,12;7650;17000
F;592;,15;2250;5000
F;690;,53;5400;12000
T;751;,02;4500;10000
T;678;,08;2250;5000
F;704;,09;16650;37000
T;668;,12;8550;19000
F;622;,32;4500;10000
T;754;,08;1800;4000
F;583;,24;9000;20000
T;679;,12;5400;12000
F;625;,17;1800;4000
T;703;,21;9450;21000
T;697;,16;11250;25000
T;691;,03;5400;12000
T;666;,36;900;2000
F;631;,06;14400;32000
F;529;,08;2700;6000
F;608;,09;7200;16000
T;720;,19;900;2000
F;714;,26;16200;36000
F;674;,35;9900;22000
F;729;,29;16650;37000
F;665;,17;10800;24000
F;554;,15;3150;7000
T;682;,27;9000;20000
T;680;,07;3600;8000
F;705;,09;5850;13000
T;680;,25;12150;27000
T;699;,05;2250;5000
F;573;,28;2700;6000
T;680;,01;2700;6000
T;678;,19;3150;7000
T;674;,27;1350;3000
T;658;,15;7200;16000
T;693;,23;10800;24000
T;686;,09;2250;5000
F;615;,07;14400;32000
T;748;,17;5400;12000
T;747;,19;5850;13000
F;666;,11;7200;16000
T;736;,26;8550;19000
T;687;,07;4500;10000
F;660;,19;8550;19000
T;787;,04;4050;9000
T;719;,09;1800;4000
F;710;,44;11700;26000
T;687;,18;7200;16000
T;810;,06;5400;12000
T;714;,24;1350;3000
T;762;,21;450;1000
T;731;,13;3600;8000
T;761;,17;4050;9000
F;622;,05;5850;13000
F;515;,03;900;2000
F;695;,12;5850;13000
F;714;,42;8100;18000
T;687;,07;5850;13000
F;678;,18;14400;32000
F;636;,11;2700;6000
F;658;,21;4500;10000
T;656;,15;900;2000
F;639;0;12600;28000
T;717;,05;4950;11000
T;715;,2;10800;24000
F;461;,22;450;1000
T;664;,09;3150;7000
T;671;,1;4950;11000
T;733;,15;5850;13000
F;677;,36;900;2000
F;752;,37;14850;33000
F;670;,37;1800;4000
T;659;,14;6750;15000
T;706;,09;6300;14000
T;675;,1;2250;5000
F;705;,31;8550;19000
T;688;,13;1350;3000
F;611;,03;450;1000
F;652;,11;225;500
T;704;,18;4500;10000
T;671;,17;900;2000
T;664;,19;4950;11000
F;658;,53;15750;35000
T;696;,09;11700;26000
T;657;,21;9900;22000
F;650;,22;4950;11000
F;471;,02;1350;3000
T;682;,13;2250;5000
F;596;,22;2700;6000
T;710;,21;5400;12000
F;605;0;5850;13000
F;462;,13;1350;3000
T;754;,18;10800;24000
T;731;,19;900;2000
F;705;,26;4050;9000
F;574;,08;2250;5000
T;688;,12;900;2000
F;492;,13;3600;8000
T;734;,2;7200;16000
F;645;,28;7200;16000
F;506;,06;7650;17000
T;698;,22;3600;8000
F;639;,37;9450;21000
T;687;,28;3600;8000
T;722;,2;3600;8000
T;762;,23;11700;26000
T;663;,2;4950;11000
T;714;,14;4500;10000
T;679;,16;7650;17000
F;706;,32;12150;27000
F;731;,21;2250;5000
F;660;,09;4950;11000
T;706;,17;4500;10000
T;707;,01;900;2000
F;602;,06;2250;5000
F;631;,17;2250;5000
T;706;,03;4050;9000
F;559;,01;14850;33000
T;693;,16;6300;14000
T;670;,1;5850;13000
T;730;,21;12150;27000
T;720;,08;16200;36000
T;730;,2;5850;13000
T;698;,15;2250;5000
T;700;,17;2250;5000
T;715;,11;4500;10000
T;679;,06;4950;11000
F;726;,09;3600;8000
T;751;,05;5850;13000
F;661;,29;8550;19000
F;671;,07;900;2000
T;738;,1;12150;27000
F;549;,09;4500;10000
T;675;,33;3600;8000
T;713;,12;8100;18000
T;676;,18;11700;26000
T;681;,2;12150;27000
F;577;,14;7200;16000
F;716;,11;16650;37000
F;684;,17;7200;16000
T;669;,28;900;2000
F;672;,01;16200;36000
F;628;,21;900;2000
F;596;,2;4050;9000
T;695;,1;4050;9000
T;682;,15;11700;26000
F;537;,02;900;2000
F;722;,37;4500;10000
T;691;,13;2700;6000
T;710;,23;3150;7000
T;691;,16;7650;17000
T;704;,14;3600;8000
T;652;,19;1800;4000
F;642;,02;1350;3000
T;666;,16;4950;11000
T;682;,23;7650;17000
T;675;,2;4500;10000
T;668;,17;2700;6000
T;680;,02;4050;9000
T;696;,13;2700;6000
T;727;,05;6750;15000
F;647;,2;4950;11000
F;646;,18;2250;5000
T;749;,14;9450;21000
F;626;,22;2700;6000
F;684;,02;14850;33000
T;760;,13;3600;8000
T;693;,15;16200;36000
T;698;,17;3150;7000
F;527;,44;1800;4000
F;584;,09;1800;4000
T;673;,29;2250;5000
F;463;,03;3150;7000
F;622;,11;4950;11000
F;767;,55;14850;33000
T;661;,18;5850;13000
F;612;0;900;2000
T;751;,15;8550;19000
T;814;0;4050;9000
T;727;,08;2250;5000
F;481;,05;2250;5000
F;682;,04;5850;13000
T;705;,04;4050;9000
F;687;,18;7650;17000
T;695;,12;9450;21000
F;645;,16;9450;21000
F;697;,34;7650;17000
T;725;,16;4950;11000
T;712;,09;4950;11000
T;702;,15;9000;20000
F;505;,02;2700;6000
F;650;,36;11250;25000
F;653;,58;2250;5000
F;719;,62;225;500
T;759;,07;8100;18000
T;692;,1;2700;6000
F;607;,01;1350;3000
F;731;,23;18000;40000
F;722;,28;9000;20000
F;661;,22;900;2000
T;695;,09;12150;27000
F;736;,33;8550;19000
T;702;,1;4050;9000
F;453;,06;1800;4000
T;685;,1;2250;5000
F;706;,29;6300;14000
F;745;,18;15750;35000
T;767;,12;2700;6000
T;699;,19;5850;13000
T;691;,18;8550;19000
T;701;,29;1800;4000
F;626;,22;5850;13000
T;682;0;900;2000
F;731;,05;8550;19000
T;664;,06;16650;37000
F;626;,18;16650;37000
T;748;,22;8550;19000
T;697;,18;9900;22000
T;728;,07;1350;3000
T;719;,14;3150;7000
T;698;,2;11700;26000
F;557;,12;3600;8000
T;730;,09;2700;6000
T;733;,27;2250;5000
F;683;,59;8550;19000
F;656;,11;5850;13000
F;651;,09;1800;4000
F;511;,24;7650;17000
T;715;,24;1800;4000
T;735;,04;3600;8000
T;707;,26;8100;18000
T;689;,08;1350;3000
T;762;,26;4950;11000
F;483;,12;7200;16000
T;684;,29;3600;8000
F;694;,17;5400;12000
F;549;,38;4950;11000
F;658;,45;3600;8000
T;663;,26;450;1000
F;712;,28;15750;35000
F;628;,19;2700;6000
F;701;,55;2250;5000
F;683;,33;9000;20000
T;715;,08;2700;6000
T;674;,08;3600;8000
F;636;,27;4950;11000
F;737;,37;8550;19000
F;616;,13;5850;13000
F;633;,23;9900;22000
T;711;,14;3150;7000
T;714;,26;12150;27000
T;682;,02;11700;26000
F;653;,05;1800;4000
T;750;,08;5850;13000
T;764;,05;7200;16000
F;658;,1;5850;13000
F;687;,27;11250;25000
F;606;,17;1350;3000
F;632;,25;11250;25000
F;719;,14;15300;34000
T;691;,19;7650;17000
F;582;,26;1800;4000
F;597;,49;4500;10000
T;776;,19;8550;19000
T;693;,03;4050;9000
T;764;,11;2700;6000
F;728;,22;4500;10000
F;675;,07;2700;6000
T;732;,19;1800;4000
T;673;,27;4500;10000
T;765;,13;5850;13000
T;704;,15;6750;15000
T;757;,06;7200;16000
T;711;,23;9900;22000
F;613;,16;900;2000
